Date,Market,Open,Jodi,Close,day_of_week,is_weekend,open_sum,close_sum,mirror_open,mirror_close,reverse_jodi,is_holiday,prev_jodi_distance,Predicted_Open,Predicted_Close,Predicted_Pattis,Predicted_Jodis,Actual_Jodi,Matched
26/03/2016,Rajdhani Day,169,65,456,Saturday,1.0,16.0,15.0,614.0,901.0,56.0,0.0,4.0,,,,,,
28/03/2016,Rajdhani Day,678,18,189,Monday,0.0,21.0,18.0,123.0,634.0,81.0,0.0,8.0,,,,,,
29/03/2016,Rajdhani Day,446,46,349,Tuesday,0.0,14.0,16.0,991.0,894.0,64.0,0.0,5.0,,,,,,
30/03/2016,Rajdhani Day,367,68,468,Wednesday,0.0,16.0,18.0,812.0,913.0,86.0,0.0,4.0,,,,,,
31/03/2016,Rajdhani Day,688,20,460,Thursday,0.0,22.0,10.0,133.0,915.0,2.0,0.0,12.0,,,,,,
01/04/2016,Rajdhani Day,119,18,125,Friday,0.0,11.0,8.0,664.0,670.0,81.0,0.0,9.0,,,,,,
02/04/2016,Rajdhani Day,138,28,116,Saturday,1.0,12.0,8.0,683.0,661.0,82.0,0.0,1.0,,,,,,
04/04/2016,Rajdhani Day,177,54,239,Monday,0.0,15.0,14.0,622.0,784.0,45.0,0.0,7.0,,,,,,
05/04/2016,Rajdhani Day,470,19,469,Tuesday,0.0,11.0,19.0,925.0,914.0,91.0,0.0,9.0,,,,,,
06/04/2016,Rajdhani Day,157,32,147,Wednesday,0.0,13.0,12.0,602.0,692.0,23.0,0.0,9.0,,,,,,
07/04/2016,Rajdhani Day,379,93,256,Thursday,0.0,19.0,13.0,824.0,701.0,39.0,0.0,7.0,,,,,,
08/04/2016,Rajdhani Day,189,87,458,Friday,0.0,18.0,17.0,634.0,903.0,78.0,0.0,5.0,,,,,,
09/04/2016,Rajdhani Day,122,53,346,Saturday,1.0,5.0,13.0,677.0,891.0,35.0,0.0,7.0,,,,,,
11/04/2016,Rajdhani Day,578,04,699,Monday,0.0,20.0,24.0,23.0,144.0,40.0,0.0,6.0,,,,,,
12/04/2016,Rajdhani Day,778,28,260,Tuesday,0.0,22.0,8.0,223.0,715.0,82.0,0.0,6.0,,,,,,
13/04/2016,Rajdhani Day,478,91,137,Wednesday,0.0,19.0,11.0,923.0,682.0,19.0,0.0,14.0,,,,,,
14/04/2016,Rajdhani Day,370,00,389,Thursday,0.0,10.0,20.0,825.0,834.0,0.0,0.0,10.0,,,,,,
15/04/2016,Rajdhani Day,180,90,479,Friday,0.0,9.0,20.0,635.0,924.0,9.0,0.0,9.0,,,,,,
16/04/2016,Rajdhani Day,123,68,189,Saturday,1.0,6.0,18.0,678.0,634.0,86.0,0.0,11.0,,,,,,
18/04/2016,Rajdhani Day,127,04,239,Monday,0.0,10.0,14.0,672.0,784.0,40.0,0.0,10.0,,,,,,
19/04/2016,Rajdhani Day,600,66,349,Tuesday,0.0,6.0,16.0,155.0,894.0,66.0,0.0,8.0,,,,,,
20/04/2016,Rajdhani Day,350,80,550,Wednesday,0.0,8.0,10.0,805.0,5.0,8.0,0.0,8.0,,,,,,
21/04/2016,Rajdhani Day,680,43,120,Thursday,0.0,14.0,3.0,135.0,675.0,34.0,0.0,7.0,,,,,,
22/04/2016,Rajdhani Day,560,14,356,Friday,0.0,11.0,14.0,15.0,801.0,41.0,0.0,4.0,,,,,,
23/04/2016,Rajdhani Day,489,15,113,Saturday,1.0,21.0,5.0,934.0,668.0,51.0,0.0,1.0,,,,,,
25/04/2016,Rajdhani Day,880,64,167,Monday,0.0,16.0,14.0,335.0,612.0,46.0,0.0,6.0,,,,,,
26/04/2016,Rajdhani Day,600,67,124,Tuesday,0.0,6.0,7.0,155.0,679.0,76.0,0.0,3.0,,,,,,
27/04/2016,Rajdhani Day,458,77,557,Wednesday,0.0,17.0,17.0,903.0,2.0,77.0,0.0,1.0,,,,,,
28/04/2016,Rajdhani Day,479,05,168,Thursday,0.0,20.0,15.0,924.0,613.0,50.0,0.0,9.0,,,,,,
29/04/2016,Rajdhani Day,140,55,267,Friday,0.0,5.0,15.0,695.0,712.0,55.0,0.0,5.0,,,,,,
30/04/2016,Rajdhani Day,170,88,459,Saturday,1.0,8.0,18.0,625.0,904.0,88.0,0.0,6.0,,,,,,
02/05/2016,Rajdhani Day,579,18,369,Monday,0.0,21.0,18.0,24.0,814.0,81.0,0.0,7.0,,,,,,
03/05/2016,Rajdhani Day,235,01,119,Tuesday,0.0,10.0,11.0,780.0,664.0,10.0,0.0,8.0,,,,,,
04/05/2016,Rajdhani Day,360,94,130,Wednesday,0.0,9.0,4.0,815.0,685.0,49.0,0.0,12.0,,,,,,
05/05/2016,Rajdhani Day,260,81,236,Thursday,0.0,8.0,11.0,715.0,781.0,18.0,0.0,4.0,,,,,,
06/05/2016,Rajdhani Day,880,69,568,Friday,0.0,16.0,19.0,335.0,13.0,96.0,0.0,10.0,,,,,,
07/05/2016,Rajdhani Day,135,98,378,Saturday,1.0,9.0,18.0,680.0,823.0,89.0,0.0,4.0,,,,,,
09/05/2016,Rajdhani Day,128,12,480,Monday,0.0,11.0,12.0,673.0,935.0,21.0,0.0,14.0,,,,,,
10/05/2016,Rajdhani Day,178,61,155,Tuesday,0.0,16.0,11.0,623.0,600.0,16.0,0.0,6.0,,,,,,
11/05/2016,Rajdhani Day,280,01,470,Wednesday,0.0,10.0,11.0,735.0,925.0,10.0,0.0,6.0,,,,,,
12/05/2016,Rajdhani Day,226,03,139,Thursday,0.0,10.0,13.0,771.0,684.0,30.0,0.0,2.0,,,,,,
13/05/2016,Rajdhani Day,138,29,360,Friday,0.0,12.0,9.0,683.0,815.0,92.0,0.0,8.0,,,,,,
14/05/2016,Rajdhani Day,146,13,247,Saturday,1.0,11.0,13.0,691.0,792.0,31.0,0.0,7.0,,,,,,
16/05/2016,Rajdhani Day,889,51,236,Monday,0.0,25.0,11.0,334.0,781.0,15.0,0.0,6.0,,,,,,
17/05/2016,Rajdhani Day,359,70,668,Tuesday,0.0,17.0,20.0,804.0,113.0,7.0,0.0,3.0,,,,,,
18/05/2016,Rajdhani Day,669,10,127,Wednesday,0.0,21.0,10.0,114.0,672.0,1.0,0.0,6.0,,,,,,
19/05/2016,Rajdhani Day,256,37,179,Thursday,0.0,13.0,17.0,701.0,624.0,73.0,0.0,9.0,,,,,,
20/05/2016,Rajdhani Day,160,78,350,Friday,0.0,7.0,8.0,615.0,805.0,87.0,0.0,5.0,,,,,,
21/05/2016,Rajdhani Day,129,28,134,Saturday,1.0,12.0,8.0,674.0,689.0,82.0,0.0,5.0,,,,,,
23/05/2016,Rajdhani Day,467,72,156,Monday,0.0,17.0,12.0,912.0,601.0,27.0,0.0,11.0,,,,,,
24/05/2016,Rajdhani Day,378,88,125,Tuesday,0.0,18.0,8.0,823.0,670.0,88.0,0.0,7.0,,,,,,
25/05/2016,Rajdhani Day,120,33,148,Wednesday,0.0,3.0,13.0,675.0,693.0,33.0,0.0,10.0,,,,,,
26/05/2016,Rajdhani Day,228,21,137,Thursday,0.0,12.0,11.0,773.0,682.0,12.0,0.0,3.0,,,,,,
27/05/2016,Rajdhani Day,290,19,289,Friday,0.0,11.0,19.0,745.0,734.0,91.0,0.0,9.0,,,,,,
28/05/2016,Rajdhani Day,399,13,256,Saturday,1.0,21.0,13.0,844.0,701.0,31.0,0.0,6.0,,,,,,
30/05/2016,Rajdhani Day,135,95,339,Monday,0.0,9.0,15.0,680.0,884.0,59.0,0.0,10.0,,,,,,
31/05/2016,Rajdhani Day,245,16,790,Tuesday,0.0,11.0,16.0,790.0,245.0,61.0,0.0,9.0,,,,,,
01/06/2016,Rajdhani Day,334,07,368,Wednesday,0.0,10.0,17.0,889.0,813.0,70.0,0.0,2.0,,,,,,
02/06/2016,Rajdhani Day,167,47,340,Thursday,0.0,14.0,7.0,612.0,895.0,74.0,0.0,4.0,,,,,,
03/06/2016,Rajdhani Day,127,08,350,Friday,0.0,10.0,8.0,672.0,805.0,80.0,0.0,5.0,,,,,,
04/06/2016,Rajdhani Day,128,16,178,Saturday,1.0,11.0,16.0,673.0,623.0,61.0,0.0,3.0,,,,,,
06/06/2016,Rajdhani Day,556,64,239,Monday,0.0,16.0,14.0,1.0,784.0,46.0,0.0,7.0,,,,,,
07/06/2016,Rajdhani Day,169,61,560,Tuesday,0.0,16.0,11.0,614.0,15.0,16.0,0.0,3.0,,,,,,
08/06/2016,Rajdhani Day,350,82,480,Wednesday,0.0,8.0,12.0,805.0,935.0,28.0,0.0,3.0,,,,,,
09/06/2016,Rajdhani Day,200,29,135,Thursday,0.0,2.0,9.0,755.0,680.0,92.0,0.0,13.0,,,,,,
10/06/2016,Rajdhani Day,679,22,589,Friday,0.0,22.0,22.0,124.0,34.0,22.0,0.0,7.0,,,,,,
11/06/2016,Rajdhani Day,700,75,249,Saturday,1.0,7.0,15.0,255.0,794.0,57.0,0.0,8.0,,,,,,
13/06/2016,Rajdhani Day,236,12,228,Monday,0.0,11.0,12.0,781.0,773.0,21.0,0.0,9.0,,,,,,
14/06/2016,Rajdhani Day,130,46,259,Tuesday,0.0,4.0,16.0,685.0,704.0,64.0,0.0,7.0,,,,,,
15/06/2016,Rajdhani Day,179,75,780,Wednesday,0.0,17.0,15.0,624.0,235.0,57.0,0.0,4.0,,,,,,
16/06/2016,Rajdhani Day,558,86,349,Thursday,0.0,18.0,16.0,3.0,894.0,68.0,0.0,2.0,,,,,,
17/06/2016,Rajdhani Day,257,40,226,Friday,0.0,14.0,10.0,702.0,771.0,4.0,0.0,10.0,,,,,,
18/06/2016,Rajdhani Day,170,88,134,Saturday,1.0,8.0,8.0,625.0,689.0,88.0,0.0,12.0,,,,,,
20/06/2016,Rajdhani Day,249,54,239,Monday,0.0,15.0,14.0,794.0,784.0,45.0,0.0,7.0,,,,,,
21/06/2016,Rajdhani Day,490,39,577,Tuesday,0.0,13.0,19.0,945.0,22.0,93.0,0.0,7.0,,,,,,
22/06/2016,Rajdhani Day,160,77,467,Wednesday,0.0,7.0,17.0,615.0,912.0,77.0,0.0,6.0,,,,,,
23/06/2016,Rajdhani Day,288,80,145,Thursday,0.0,18.0,10.0,733.0,690.0,8.0,0.0,8.0,,,,,,
24/06/2016,Rajdhani Day,246,21,560,Friday,0.0,12.0,11.0,791.0,15.0,12.0,0.0,7.0,,,,,,
25/06/2016,Rajdhani Day,236,19,180,Saturday,1.0,11.0,9.0,781.0,635.0,91.0,0.0,9.0,,,,,,
27/06/2016,Rajdhani Day,248,44,680,Monday,0.0,14.0,14.0,793.0,135.0,44.0,0.0,8.0,,,,,,
28/06/2016,Rajdhani Day,377,74,239,Tuesday,0.0,17.0,14.0,822.0,784.0,47.0,0.0,3.0,,,,,,
29/06/2016,Rajdhani Day,340,79,180,Wednesday,0.0,7.0,9.0,895.0,635.0,97.0,0.0,5.0,,,,,,
30/06/2016,Rajdhani Day,668,07,458,Thursday,0.0,20.0,17.0,113.0,903.0,70.0,0.0,9.0,,,,,,
01/07/2016,Rajdhani Day,199,95,780,Friday,0.0,19.0,15.0,644.0,235.0,59.0,0.0,11.0,,,,,,
02/07/2016,Rajdhani Day,579,12,147,Saturday,1.0,21.0,12.0,24.0,692.0,21.0,0.0,11.0,,,,,,
04/07/2016,Rajdhani Day,280,08,369,Monday,0.0,10.0,18.0,735.0,814.0,80.0,0.0,7.0,,,,,,
05/07/2016,Rajdhani Day,170,87,188,Tuesday,0.0,8.0,17.0,625.0,633.0,78.0,0.0,9.0,,,,,,
06/07/2016,Rajdhani Day,499,20,569,Wednesday,0.0,22.0,20.0,944.0,14.0,2.0,0.0,13.0,,,,,,
07/07/2016,Rajdhani Day,Off,Off,Off,Thursday,0.0,,,,,,1.0,,,,,,,
08/07/2016,Rajdhani Day,279,82,589,Friday,0.0,18.0,22.0,724.0,34.0,28.0,0.0,,,,,,,
09/07/2016,Rajdhani Day,266,47,368,Saturday,1.0,14.0,17.0,711.0,813.0,74.0,0.0,9.0,,,,,,
11/07/2016,Rajdhani Day,126,90,550,Monday,0.0,9.0,10.0,671.0,5.0,9.0,0.0,12.0,,,,,,
12/07/2016,Rajdhani Day,130,42,129,Tuesday,0.0,4.0,12.0,685.0,674.0,24.0,0.0,7.0,,,,,,
13/07/2016,Rajdhani Day,150,60,190,Wednesday,0.0,6.0,10.0,605.0,645.0,6.0,0.0,4.0,,,,,,
14/07/2016,Rajdhani Day,356,41,236,Thursday,0.0,14.0,11.0,801.0,781.0,14.0,0.0,3.0,,,,,,
15/07/2016,Rajdhani Day,120,37,269,Friday,0.0,3.0,17.0,675.0,714.0,73.0,0.0,7.0,,,,,,
16/07/2016,Rajdhani Day,568,95,122,Saturday,1.0,19.0,5.0,13.0,677.0,59.0,0.0,8.0,,,,,,
18/07/2016,Rajdhani Day,900,91,579,Monday,0.0,9.0,21.0,455.0,24.0,19.0,0.0,4.0,,,,,,
19/07/2016,Rajdhani Day,236,13,256,Tuesday,0.0,11.0,13.0,781.0,701.0,31.0,0.0,10.0,,,,,,
20/07/2016,Rajdhani Day,250,73,229,Wednesday,0.0,7.0,13.0,705.0,774.0,37.0,0.0,6.0,,,,,,
21/07/2016,Rajdhani Day,269,72,589,Thursday,0.0,17.0,22.0,714.0,34.0,27.0,0.0,1.0,,,,,,
22/07/2016,Rajdhani Day,245,16,790,Friday,0.0,11.0,16.0,790.0,245.0,61.0,0.0,10.0,,,,,,
23/07/2016,Rajdhani Day,880,60,299,Saturday,1.0,16.0,20.0,335.0,744.0,6.0,0.0,11.0,,,,,,
25/07/2016,Rajdhani Day,170,81,290,Monday,0.0,8.0,11.0,625.0,745.0,18.0,0.0,3.0,,,,,,
26/07/2016,Rajdhani Day,129,22,778,Tuesday,0.0,12.0,22.0,674.0,223.0,22.0,0.0,7.0,,,,,,
27/07/2016,Rajdhani Day,667,99,360,Wednesday,0.0,19.0,9.0,112.0,815.0,99.0,0.0,14.0,,,,,,
28/07/2016,Rajdhani Day,158,42,570,Thursday,0.0,14.0,12.0,603.0,25.0,24.0,0.0,12.0,,,,,,
29/07/2016,Rajdhani Day,377,71,560,Friday,0.0,17.0,11.0,822.0,15.0,17.0,0.0,4.0,,,,,,
30/07/2016,Rajdhani Day,677,08,260,Saturday,1.0,20.0,8.0,122.0,715.0,80.0,0.0,14.0,,,,,,
01/08/2016,Rajdhani Day,579,11,489,Monday,0.0,21.0,21.0,24.0,934.0,11.0,0.0,8.0,,,,,,
02/08/2016,Rajdhani Day,245,15,249,Tuesday,0.0,11.0,15.0,790.0,794.0,51.0,0.0,4.0,,,,,,
03/08/2016,Rajdhani Day,289,96,240,Wednesday,0.0,19.0,6.0,734.0,795.0,69.0,0.0,9.0,,,,,,
04/08/2016,Rajdhani Day,459,89,270,Thursday,0.0,18.0,9.0,904.0,725.0,98.0,0.0,4.0,,,,,,
05/08/2016,Rajdhani Day,200,28,170,Friday,0.0,2.0,8.0,755.0,625.0,82.0,0.0,7.0,,,,,,
06/08/2016,Rajdhani Day,150,61,290,Saturday,1.0,6.0,11.0,605.0,745.0,16.0,0.0,11.0,,,,,,
08/08/2016,Rajdhani Day,266,41,128,Monday,0.0,14.0,11.0,711.0,673.0,14.0,0.0,2.0,,,,,,
09/08/2016,Rajdhani Day,238,32,129,Tuesday,0.0,13.0,12.0,783.0,674.0,23.0,0.0,2.0,,,,,,
10/08/2016,Rajdhani Day,180,97,890,Wednesday,0.0,9.0,17.0,635.0,345.0,79.0,0.0,11.0,,,,,,
11/08/2016,Rajdhani Day,290,10,226,Thursday,0.0,11.0,10.0,745.0,771.0,1.0,0.0,15.0,,,,,,
12/08/2016,Rajdhani Day,370,00,190,Friday,0.0,10.0,10.0,825.0,645.0,0.0,0.0,1.0,,,,,,
13/08/2016,Rajdhani Day,458,70,136,Saturday,1.0,17.0,10.0,903.0,681.0,7.0,0.0,7.0,,,,,,
15/08/2016,Rajdhani Day,Off,Off,Off,Monday,0.0,,,,,,1.0,,,,,,,
16/08/2016,Rajdhani Day,268,62,480,Tuesday,0.0,16.0,12.0,713.0,935.0,26.0,0.0,,,,,,,
17/08/2016,Rajdhani Day,789,44,699,Wednesday,0.0,24.0,24.0,234.0,144.0,44.0,0.0,4.0,,,,,,
18/08/2016,Rajdhani Day,380,17,124,Thursday,0.0,11.0,7.0,835.0,679.0,71.0,0.0,6.0,,,,,,
19/08/2016,Rajdhani Day,220,43,580,Friday,0.0,4.0,13.0,775.0,35.0,34.0,0.0,7.0,,,,,,
20/08/2016,Rajdhani Day,270,94,239,Saturday,1.0,9.0,14.0,725.0,784.0,49.0,0.0,6.0,,,,,,
22/08/2016,Rajdhani Day,790,66,367,Monday,0.0,16.0,16.0,245.0,812.0,66.0,0.0,5.0,,,,,,
23/08/2016,Rajdhani Day,589,27,340,Tuesday,0.0,22.0,7.0,34.0,895.0,72.0,0.0,5.0,,,,,,
24/08/2016,Rajdhani Day,155,17,124,Wednesday,0.0,11.0,7.0,600.0,679.0,71.0,0.0,1.0,,,,,,
25/08/2016,Rajdhani Day,456,51,245,Thursday,0.0,15.0,11.0,901.0,790.0,15.0,0.0,10.0,,,,,,
26/08/2016,Rajdhani Day,230,50,136,Friday,0.0,5.0,10.0,785.0,681.0,5.0,0.0,1.0,,,,,,
27/08/2016,Rajdhani Day,139,32,390,Saturday,1.0,13.0,12.0,684.0,845.0,23.0,0.0,4.0,,,,,,
29/08/2016,Rajdhani Day,490,33,148,Monday,0.0,13.0,13.0,945.0,693.0,33.0,0.0,1.0,,,,,,
30/08/2016,Rajdhani Day,558,85,690,Tuesday,0.0,18.0,15.0,3.0,145.0,58.0,0.0,7.0,,,,,,
31/08/2016,Rajdhani Day,258,52,480,Wednesday,0.0,15.0,12.0,703.0,935.0,25.0,0.0,6.0,,,,,,
01/09/2016,Rajdhani Day,670,37,368,Thursday,0.0,13.0,17.0,125.0,813.0,73.0,0.0,7.0,,,,,,
02/09/2016,Rajdhani Day,389,06,457,Friday,0.0,20.0,16.0,834.0,902.0,60.0,0.0,4.0,,,,,,
03/09/2016,Rajdhani Day,159,55,357,Saturday,1.0,15.0,15.0,604.0,802.0,55.0,0.0,6.0,,,,,,
05/09/2016,Rajdhani Day,238,38,369,Monday,0.0,13.0,18.0,783.0,814.0,83.0,0.0,5.0,,,,,,
06/09/2016,Rajdhani Day,390,21,399,Tuesday,0.0,12.0,21.0,845.0,844.0,12.0,0.0,8.0,,,,,,
07/09/2016,Rajdhani Day,367,60,235,Wednesday,0.0,16.0,10.0,812.0,780.0,6.0,0.0,5.0,,,,,,
08/09/2016,Rajdhani Day,267,53,580,Thursday,0.0,15.0,13.0,712.0,35.0,35.0,0.0,4.0,,,,,,
09/09/2016,Rajdhani Day,228,25,258,Friday,0.0,12.0,15.0,773.0,703.0,52.0,0.0,5.0,,,,,,
10/09/2016,Rajdhani Day,115,79,478,Saturday,1.0,7.0,19.0,660.0,923.0,97.0,0.0,9.0,,,,,,
12/09/2016,Rajdhani Day,148,33,247,Monday,0.0,13.0,13.0,693.0,792.0,33.0,0.0,10.0,,,,,,
13/09/2016,Rajdhani Day,880,67,250,Tuesday,0.0,16.0,7.0,335.0,705.0,76.0,0.0,7.0,,,,,,
14/09/2016,Rajdhani Day,160,71,560,Wednesday,0.0,7.0,11.0,615.0,15.0,17.0,0.0,7.0,,,,,,
15/09/2016,Rajdhani Day,346,39,180,Thursday,0.0,13.0,9.0,891.0,635.0,93.0,0.0,12.0,,,,,,
16/09/2016,Rajdhani Day,458,71,470,Friday,0.0,17.0,11.0,903.0,925.0,17.0,0.0,12.0,,,,,,
17/09/2016,Rajdhani Day,477,87,160,Saturday,1.0,18.0,7.0,922.0,615.0,78.0,0.0,7.0,,,,,,
19/09/2016,Rajdhani Day,113,55,357,Monday,0.0,5.0,15.0,668.0,802.0,55.0,0.0,5.0,,,,,,
20/09/2016,Rajdhani Day,138,24,248,Tuesday,0.0,12.0,14.0,683.0,793.0,42.0,0.0,4.0,,,,,,
21/09/2016,Rajdhani Day,334,09,180,Wednesday,0.0,10.0,9.0,889.0,635.0,90.0,0.0,7.0,,,,,,
22/09/2016,Rajdhani Day,247,34,149,Thursday,0.0,13.0,14.0,792.0,694.0,43.0,0.0,8.0,,,,,,
23/09/2016,Rajdhani Day,448,67,124,Friday,0.0,16.0,7.0,993.0,679.0,76.0,0.0,6.0,,,,,,
24/09/2016,Rajdhani Day,690,53,238,Saturday,1.0,15.0,13.0,145.0,783.0,35.0,0.0,5.0,,,,,,
26/09/2016,Rajdhani Day,469,94,130,Monday,0.0,19.0,4.0,914.0,685.0,49.0,0.0,5.0,,,,,,
27/09/2016,Rajdhani Day,160,71,560,Tuesday,0.0,7.0,11.0,615.0,15.0,17.0,0.0,5.0,,,,,,
28/09/2016,Rajdhani Day,440,83,148,Wednesday,0.0,8.0,13.0,995.0,693.0,38.0,0.0,3.0,,,,,,
29/09/2016,Rajdhani Day,468,82,138,Thursday,0.0,18.0,12.0,913.0,683.0,28.0,0.0,1.0,,,,,,
30/09/2016,Rajdhani Day,457,66,367,Friday,0.0,16.0,16.0,902.0,812.0,66.0,0.0,6.0,,,,,,
01/10/2016,Rajdhani Day,237,29,900,Saturday,1.0,12.0,9.0,782.0,455.0,92.0,0.0,7.0,,,,,,
03/10/2016,Rajdhani Day,578,03,256,Monday,0.0,20.0,13.0,23.0,701.0,30.0,0.0,8.0,,,,,,
04/10/2016,Rajdhani Day,127,08,260,Tuesday,0.0,10.0,8.0,672.0,715.0,80.0,0.0,5.0,,,,,,
05/10/2016,Rajdhani Day,190,01,489,Wednesday,0.0,10.0,21.0,645.0,934.0,10.0,0.0,7.0,,,,,,
06/10/2016,Rajdhani Day,125,81,146,Thursday,0.0,8.0,11.0,670.0,691.0,18.0,0.0,8.0,,,,,,
07/10/2016,Rajdhani Day,266,42,570,Friday,0.0,14.0,12.0,711.0,25.0,24.0,0.0,5.0,,,,,,
08/10/2016,Rajdhani Day,389,05,258,Saturday,1.0,20.0,15.0,834.0,703.0,50.0,0.0,7.0,,,,,,
10/10/2016,Rajdhani Day,239,41,560,Monday,0.0,14.0,11.0,784.0,15.0,14.0,0.0,8.0,,,,,,
11/10/2016,Rajdhani Day,138,20,235,Tuesday,0.0,12.0,10.0,683.0,780.0,2.0,0.0,3.0,,,,,,
12/10/2016,Rajdhani Day,237,27,160,Wednesday,0.0,12.0,7.0,782.0,615.0,72.0,0.0,7.0,,,,,,
13/10/2016,Rajdhani Day,260,88,279,Thursday,0.0,8.0,18.0,715.0,724.0,88.0,0.0,7.0,,,,,,
14/10/2016,Rajdhani Day,550,09,180,Friday,0.0,10.0,9.0,5.0,635.0,90.0,0.0,9.0,,,,,,
15/10/2016,Rajdhani Day,147,21,380,Saturday,1.0,12.0,11.0,692.0,835.0,12.0,0.0,10.0,,,,,,
17/10/2016,Rajdhani Day,455,43,148,Monday,0.0,14.0,13.0,900.0,693.0,34.0,0.0,4.0,,,,,,
18/10/2016,Rajdhani Day,145,01,470,Tuesday,0.0,10.0,11.0,690.0,925.0,10.0,0.0,6.0,,,,,,
19/10/2016,Rajdhani Day,146,11,236,Wednesday,0.0,11.0,11.0,691.0,781.0,11.0,0.0,1.0,,,,,,
20/10/2016,Rajdhani Day,369,86,277,Thursday,0.0,18.0,16.0,814.0,722.0,68.0,0.0,12.0,,,,,,
21/10/2016,Rajdhani Day,137,19,234,Friday,0.0,11.0,9.0,682.0,789.0,91.0,0.0,10.0,,,,,,
22/10/2016,Rajdhani Day,460,08,440,Saturday,1.0,10.0,8.0,915.0,995.0,80.0,0.0,2.0,,,,,,
24/10/2016,Rajdhani Day,469,97,250,Monday,0.0,19.0,7.0,914.0,705.0,79.0,0.0,10.0,,,,,,
25/10/2016,Rajdhani Day,144,96,259,Tuesday,0.0,9.0,16.0,699.0,704.0,69.0,0.0,1.0,,,,,,
26/10/2016,Rajdhani Day,239,48,189,Wednesday,0.0,14.0,18.0,784.0,634.0,84.0,0.0,7.0,,,,,,
27/10/2016,Rajdhani Day,Off,Off,Off,Thursday,0.0,,,,,,1.0,,,,,,,
28/10/2016,Rajdhani Day,Off,Off,Off,Friday,0.0,,,,,,1.0,,,,,,,
29/10/2016,Rajdhani Day,Off,Off,Off,Saturday,1.0,,,,,,1.0,,,,,,,
31/10/2016,Rajdhani Day,Off,Off,Off,Monday,0.0,,,,,,1.0,,,,,,,
01/11/2016,Rajdhani Day,Off,Off,Off,Tuesday,0.0,,,,,,1.0,,,,,,,
02/11/2016,Rajdhani Day,690,57,359,Wednesday,0.0,15.0,17.0,145.0,804.0,75.0,0.0,,,,,,,
03/11/2016,Rajdhani Day,380,18,369,Thursday,0.0,11.0,18.0,835.0,814.0,81.0,0.0,5.0,,,,,,
04/11/2016,Rajdhani Day,479,09,126,Friday,0.0,20.0,9.0,924.0,671.0,90.0,0.0,2.0,,,,,,
05/11/2016,Rajdhani Day,130,48,288,Saturday,1.0,4.0,18.0,685.0,733.0,84.0,0.0,5.0,,,,,,
07/11/2016,Rajdhani Day,568,94,167,Monday,0.0,19.0,14.0,13.0,612.0,49.0,0.0,9.0,,,,,,
08/11/2016,Rajdhani Day,126,91,470,Tuesday,0.0,9.0,11.0,671.0,925.0,19.0,0.0,3.0,,,,,,
09/11/2016,Rajdhani Day,188,73,490,Wednesday,0.0,17.0,13.0,633.0,945.0,37.0,0.0,4.0,,,,,,
10/11/2016,Rajdhani Day,257,41,290,Thursday,0.0,14.0,11.0,702.0,745.0,14.0,0.0,5.0,,,,,,
11/11/2016,Rajdhani Day,350,81,128,Friday,0.0,8.0,11.0,805.0,673.0,18.0,0.0,4.0,,,,,,
12/11/2016,Rajdhani Day,118,05,267,Saturday,1.0,10.0,15.0,663.0,712.0,50.0,0.0,12.0,,,,,,
14/11/2016,Rajdhani Day,459,88,378,Monday,0.0,18.0,18.0,904.0,823.0,88.0,0.0,11.0,,,,,,
15/11/2016,Rajdhani Day,150,62,138,Tuesday,0.0,6.0,12.0,605.0,683.0,26.0,0.0,8.0,,,,,,
16/11/2016,Rajdhani Day,179,77,160,Wednesday,0.0,17.0,7.0,624.0,615.0,77.0,0.0,6.0,,,,,,
17/11/2016,Rajdhani Day,228,24,257,Thursday,0.0,12.0,14.0,773.0,702.0,42.0,0.0,8.0,,,,,,
18/11/2016,Rajdhani Day,188,70,145,Friday,0.0,17.0,10.0,633.0,690.0,7.0,0.0,9.0,,,,,,
19/11/2016,Rajdhani Day,789,46,349,Saturday,1.0,24.0,16.0,234.0,894.0,64.0,0.0,9.0,,,,,,
21/11/2016,Rajdhani Day,360,97,188,Monday,0.0,9.0,17.0,815.0,633.0,79.0,0.0,6.0,,,,,,
22/11/2016,Rajdhani Day,240,67,458,Tuesday,0.0,6.0,17.0,795.0,903.0,76.0,0.0,3.0,,,,,,
23/11/2016,Rajdhani Day,290,13,670,Wednesday,0.0,11.0,13.0,745.0,125.0,31.0,0.0,9.0,,,,,,
24/11/2016,Rajdhani Day,568,91,137,Thursday,0.0,19.0,11.0,13.0,682.0,19.0,0.0,10.0,,,,,,
25/11/2016,Rajdhani Day,357,54,266,Friday,0.0,15.0,14.0,802.0,711.0,45.0,0.0,7.0,,,,,,
26/11/2016,Rajdhani Day,678,18,233,Saturday,1.0,21.0,8.0,123.0,788.0,81.0,0.0,8.0,,,,,,
28/11/2016,Rajdhani Day,168,52,390,Monday,0.0,15.0,12.0,613.0,845.0,25.0,0.0,10.0,,,,,,
29/11/2016,Rajdhani Day,360,97,359,Tuesday,0.0,9.0,17.0,815.0,804.0,79.0,0.0,9.0,,,,,,
30/11/2016,Rajdhani Day,110,29,289,Wednesday,0.0,2.0,19.0,665.0,734.0,92.0,0.0,9.0,,,,,,
01/12/2016,Rajdhani Day,158,45,230,Thursday,0.0,14.0,5.0,603.0,785.0,54.0,0.0,6.0,,,,,,
